"Manufacturer","Price","ProductId","ProductName","ProductUrl","RatingSourceValue","RatingType","ReviewCount","ReviewLink","Stock"
"Colgate-Palmolive","4.9","75068","PASTA DE DENTE COLGATE TRIPLA AÇÃO MENTA ORIGINAL COM 90G","https://www.drogaraia.com.br/colgate-creme-dental-tripla-acao-90-g.html","4.8","5-Star","179","https://www.drogaraia.com.br/colgate-creme-dental-tripla-acao-90-g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","9.9","7841","PASTA DE DENTE COLGATE TOTAL 12 PROFESSIONAL REPARAÇÃO DIÁRIA COM 70G","https://www.drogaraia.com.br/colgate-creme-dental-total-12-reparacao-diaria-70g.html","4.7","5-Star","29","https://www.drogaraia.com.br/colgate-creme-dental-total-12-reparacao-diaria-70g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","19.9","50448","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE TOTAL 12 ANTITÁRTARO COM 250ML","https://www.drogaraia.com.br/colgate-enxaguante-bucal-anti-tartaro-250ml.html","5","5-Star","1","https://www.drogaraia.com.br/colgate-enxaguante-bucal-anti-tartaro-250ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","30.9","6287","KIT PASTA DE DENTE COLGATE TOTAL 12 CLEAN MINT - 4 UNIDADES DE 90G CADA","https://www.drogaraia.com.br/colgate-creme-dental-total-12-clean-mint-90g-leve-4-pague-3.html","4.8","5-Star","810","https://www.drogaraia.com.br/colgate-creme-dental-total-12-clean-mint-90g-leve-4-pague-3.html#trustvox-reviews","InStock"
"Colgate-Palmolive","9.9","25748","PASTA DE DENTE COLGATE TOTAL 12 PROFESSIONAL SAÚDE VISÍVEL COM 70G","https://www.drogaraia.com.br/colgate-creme-dental-total-12-saude-visivel-70g.html","4.5","5-Star","11","https://www.drogaraia.com.br/colgate-creme-dental-total-12-saude-visivel-70g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","24.9","110204","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE NATURAL EXTRACTS CARVÃO ZERO ÁLCOOL COM 500ML","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-natural-extract-carvao-500ml.html","4","5-Star","5","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-natural-extract-carvao-500ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","24.9","110203","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE NATURAL EXTRACTS CITRUS ZERO ÁLCOOL COM 500ML","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-natural-extract-citrus-500ml.html","4.7","5-Star","3","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-natural-extract-citrus-500ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","28.9","113223","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE TOTAL 12 GENGIVA REFORÇADA COM 500ML","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-total-12-gengiva-reforcada-500ml.html","5","5-Star","12","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-total-12-gengiva-reforcada-500ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","28.9","50445","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE TOTAL 12 ANTI TÁRTARO SEM ÁLCOOL COM 500ML","https://www.drogaraia.com.br/colgate-enxaguante-bucal-anti-tartaro-500ml.html","4.9","5-Star","18","https://www.drogaraia.com.br/colgate-enxaguante-bucal-anti-tartaro-500ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","27.9","7310","ESCOVA DE DENTE COLGATE 360º BLACK CARVÃO COM 2 UNIDADES","https://www.drogaraia.com.br/colgate-escova-360-black-leve-2-pague-1.html","4.9","5-Star","35","https://www.drogaraia.com.br/colgate-escova-360-black-leve-2-pague-1.html#trustvox-reviews","InStock"
"Colgate-Palmolive","30.9","19111","ESCOVA DE DENTE COLGATE 360º LUMINOUS WHITE MACIA COM 3 UNIDADES","https://www.drogaraia.com.br/colgate-escova-dental-360-luminous-3-unidades.html","4.7","5-Star","45","https://www.drogaraia.com.br/colgate-escova-dental-360-luminous-3-unidades.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","24.9","19044","ESCOVA DE DENTE COLGATE SLIM SOFT BLACK MACIA - 3 UNIDADES","https://www.drogaraia.com.br/colgate-escova-dental-slim-soft-black-com-3-unidades.html","4.8","5-Star","574","https://www.drogaraia.com.br/colgate-escova-dental-slim-soft-black-com-3-unidades.html#trustvox-reviews","InStock"
"Colgate-Palmolive","12.89","111369","ESCOVA DE DENTE COLGATE INFANTIL SMILES TITANS GO 6+ ANOS EXTRA MACIA COM 1 UNIDADE","https://www.drogaraia.com.br/colgate-escova-dental-infantil-extra-suave-e-macia-teen-titans-go-6-ou-mais-anos-1-unidade.html","4.8","5-Star","5","https://www.drogaraia.com.br/colgate-escova-dental-infantil-extra-suave-e-macia-teen-titans-go-6-ou-mais-anos-1-unidade.html#trustvox-reviews","InStock"
"Colgate-Palmolive","29.9","37952","ESCOVA DE DENTE COLGATE 360º LUMINOUS WHITE ADVANCED MACIA COM 2 UNIDADES","https://www.drogaraia.com.br/colgate-escova-dental-360-luminous-white-leve-2-pague-1.html","4.6","5-Star","34","https://www.drogaraia.com.br/colgate-escova-dental-360-luminous-white-leve-2-pague-1.html#trustvox-reviews","InStock"
"Colgate-Palmolive","41.9","11125","ENXAGUANTE ANITSSÉPTICO BUCAL COLGATE PERIOGARD EXTRA MINT SEM ÁLCOOL COM 250ML","https://www.drogaraia.com.br/colgate-enxaguante-bucal-periogard-extra-mint-sem-alcool-250ml.html","4.7","5-Star","85","https://www.drogaraia.com.br/colgate-enxaguante-bucal-periogard-extra-mint-sem-alcool-250ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","17.9","37961","CREME DENTAL COLGATE SENSITIVE PRO-ALÍVIO REAL WHITE COM 110G","https://www.drogaraia.com.br/colgate-sensitive-pro-alivio-creme-dental-branqueador-110-g.html","4.6","5-Star","39","https://www.drogaraia.com.br/colgate-sensitive-pro-alivio-creme-dental-branqueador-110-g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","17.79","39655","FIO DENTAL ELMEX SABOR MENTA COM 30 METROS","https://www.drogaraia.com.br/elmex-fio-dental-30-metros.html","3","5-Star","2","https://www.drogaraia.com.br/elmex-fio-dental-30-metros.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","27.79","13844","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE TOTAL 12 HÁLITO SAUDÁVEL ZERO ÁLCOOL COM 500ML","https://www.drogaraia.com.br/colgate-total-12-enxaguante-bucal-halito-saudavel-500ml.html","4.9","5-Star","8","https://www.drogaraia.com.br/colgate-total-12-enxaguante-bucal-halito-saudavel-500ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","27.9","61050","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE LUMINOUS WHITE ZERO ÁLCOOL COM 500ML","https://www.drogaraia.com.br/colgate-luminous-white-enxaguante-bucal-com-500-ml.html","4.6","5-Star","10","https://www.drogaraia.com.br/colgate-luminous-white-enxaguante-bucal-com-500-ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","33.39","29611","ESCOVA DE DENTE COLGATE SLIM SOFT ADVANCED ULTRA MACIA COM 2 UNIDADES","https://www.drogaraia.com.br/colgate-kit-escova-dental-slim-soft-advanced-com-2-unidades.html","4.6","5-Star","13","https://www.drogaraia.com.br/colgate-kit-escova-dental-slim-soft-advanced-com-2-unidades.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","26.9","110221","SABONETE LÍQUIDO INFANTIL PROTEX BABY PROTEÇÃO DELICADA DA CABEÇA AOS PÉS 400ML","https://www.drogaraia.com.br/protex-baby-sabonete-liquido-shower-gel-dlicate-protection-400ml.html","4.9","5-Star","36","https://www.drogaraia.com.br/protex-baby-sabonete-liquido-shower-gel-dlicate-protection-400ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","32.9","39600","ESCOVA DE DENTE ELMEX SENSITIVE EXTRA MACIA DENTES SENSÍVEIS COM 1 UNIDADE","https://www.drogaraia.com.br/elmex-escova-dental-sensitive-1-unidade.html","5","5-Star","1","https://www.drogaraia.com.br/elmex-escova-dental-sensitive-1-unidade.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","26.9","53255","SABONETE LÍQUIDO FACIAL PROTEX OIL CONTROL COM 150ML","https://www.drogaraia.com.br/protex-oil-control-sabonete-facial-150ml.html","4.3","5-Star","6","https://www.drogaraia.com.br/protex-oil-control-sabonete-facial-150ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","21.9","117399","LENÇO UMEDECIDO FACIAL PROTEX CITY DETOX COM 25 UNIDADES","https://www.drogaraia.com.br/protex-lenco-umedecido-city-detox-25-unidades.html",,,,,"OutOfStock"
"Colgate-Palmolive","32.39","117382","ESFOLIANTE FACIAL PROTEX CITY DETOX COM 150ML","https://www.drogaraia.com.br/protex-esfoliante-facial-city-detox-150ml.html",,,,,"OutOfStock"
"Colgate-Palmolive","35.49","607758","KIT SABONETE LÍQUIDO ÍNTIMO PROTEX DELICATE CARE LEVE 400ML PAGUE 300ML","https://www.drogaraia.com.br/protex-kit-sabonete-liquido-intimo-delicate-care-2-unidades-de-200ml-cada.html",,,,,"InStock"
"Colgate-Palmolive","4.9","19822","SABONETE EM BARRA ANTIBACTERIANO PROTEX PRO HIDRATA ARGAN","https://www.drogaraia.com.br/protex-sabonete-em-barra-pro-hidrata-argan-85g.html","4.8","5-Star","4","https://www.drogaraia.com.br/protex-sabonete-em-barra-pro-hidrata-argan-85g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","39.9","370187","SABONETE EM BARRA PROTEX ÔMEGA 3 NUTRI PROTECT 8 UNIDADES COM 85G CADA","https://www.drogaraia.com.br/protex-kit-sabonete-em-barra-omega-3-8-unidades-85g-cada.html",,,,,"InStock"
"Colgate-Palmolive","21.49","30222","SABONETE LÍQUIDO INTIMO PROTEX CUIDADO INTIMO SOFT FLORAL","https://www.drogaraia.com.br/protex-sabonete-liquido-intimo-soft-floral-leve-200ml-pague-150ml.html","4.9","5-Star","14","https://www.drogaraia.com.br/protex-sabonete-liquido-intimo-soft-floral-leve-200ml-pague-150ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","13.9","42975","SABONETE LÍQUIDO CORPORAL PROTEX LIMPEZA PROFUNDA COM 250ML","https://www.drogaraia.com.br/protex-sabonete-liquido-limpeza-profunda-250-ml.html","4.9","5-Star","55","https://www.drogaraia.com.br/protex-sabonete-liquido-limpeza-profunda-250-ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","4.9","356065","SABONETE EM BARRA PROTEX CARVÃO DETOX 85G","https://www.drogaraia.com.br/protex-sabonete-em-barra-carvao-detox-85g.html",,,,,"InStock"
"Colgate-Palmolive","12.9","78764","PASTA DE DENTE COLGATE TOTAL 12 ANTITÁRTARO COM FLÚOR DE 140G","https://www.drogaraia.com.br/colgate-creme-dental-total-12-anti-tartaro-140g.html","4.8","5-Star","87","https://www.drogaraia.com.br/colgate-creme-dental-total-12-anti-tartaro-140g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","4.9","19648","SABONETE EM BARRA PROTEX VITAMINA E","https://www.drogaraia.com.br/protex-sabonete-em-barra-vitamina-e-90-g.html","4.6","5-Star","18","https://www.drogaraia.com.br/protex-sabonete-em-barra-vitamina-e-90-g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","11.9","71278","PASTA DE DENTE COLGATE NATURALS EXTRACTS BRANQUEADOR PURIFICANTE COM FLÚOR CARVÃO ATIVADO E MENTA DE 90G","https://www.drogaraia.com.br/colgate-creme-dental-naturals-extracts-purificante-90g.html","4.9","5-Star","41","https://www.drogaraia.com.br/colgate-creme-dental-naturals-extracts-purificante-90g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","19.9","24490","ESCOVA DE DENTE COLGATE EXTRA CLEAN MÉDIA COM 3 UNIDADES","https://www.drogaraia.com.br/colgate-escova-dental-extra-clean-media-leve-3-pague-2.html","4.6","5-Star","109","https://www.drogaraia.com.br/colgate-escova-dental-extra-clean-media-leve-3-pague-2.html#trustvox-reviews","InStock"
"Colgate-Palmolive","16.9","7993","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE PLAX ICE GLACIAL ZERO ÁLCOOL COM 250ML","https://www.drogaraia.com.br/colgate-enxaguante-bucal-plax-ice-glacial-250ml.html","4.6","5-Star","7","https://www.drogaraia.com.br/colgate-enxaguante-bucal-plax-ice-glacial-250ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","14.09","67869","FIO DENTAL COLGATE MENTA COM 50 METROS","https://www.drogaraia.com.br/colgate-fio-dental-sabor-menta-50-metros.html","4.6","5-Star","50","https://www.drogaraia.com.br/colgate-fio-dental-sabor-menta-50-metros.html#trustvox-reviews","InStock"
"Colgate-Palmolive","7.69","80326","GEL DENTAL COLGATE KIDS AGNES COM 60G","https://www.drogaraia.com.br/colgate-kids-gel-dental-agnes-e-fluffy-60g.html","4.7","5-Star","6","https://www.drogaraia.com.br/colgate-kids-gel-dental-agnes-e-fluffy-60g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","17.89","7106","KIT PASTA DE DENTE COLGATE TOTAL 12 CLEAN MINT COM 2 UNIDADES DE 90G CADA","https://www.drogaraia.com.br/colgate-kit-2-creme-dental-total-12-clean-mint-90g-com-50-desconto-na-segunda-unidade.html","4.7","5-Star","217","https://www.drogaraia.com.br/colgate-kit-2-creme-dental-total-12-clean-mint-90g-com-50-desconto-na-segunda-unidade.html#trustvox-reviews","InStock"
"Colgate-Palmolive","15.9","7005","ESCOVA DE DENTE COLGATE WHITENING MACIA CABEÇA COMPACTA COM 2 UNIDADES","https://www.drogaraia.com.br/colgate-escova-dental-whitening-leve-2-pague-1.html","4.6","5-Star","33","https://www.drogaraia.com.br/colgate-escova-dental-whitening-leve-2-pague-1.html#trustvox-reviews","InStock"
"Colgate-Palmolive","27.9","19844","KIT COLGATE TOTAL 12 VIAGEM COM 1 PASTA DE DENTE DE 30G + 1 ESCOVA DE DENTE + 1 ENXAGUANTE BUCAL DE 60ML","https://www.drogaraia.com.br/colgate-kit-viagem-creme-dental-escova-dental-enxaguante-bucal-60ml.html","4.9","5-Star","14","https://www.drogaraia.com.br/colgate-kit-viagem-creme-dental-escova-dental-enxaguante-bucal-60ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","1911.9","223988","ESCOVA DE DENTE ELÉTRICA PHILIPS COLGATE SONICPRO 70 COM 1 UNIDADE","https://www.drogaraia.com.br/colgate-philips-electric-tooth-brusch-series-70-single.html",,,,,"InStock"
"Colgate-Palmolive","41.9","39662","ENXAGUANTE ANTISSÉPTICO BUCAL ELMEX ANTICÁRIES COM 400ML","https://www.drogaraia.com.br/elmex-enxaguante-bucal-anticaries-400ml.html","5","5-Star","24","https://www.drogaraia.com.br/elmex-enxaguante-bucal-anticaries-400ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","7.9","78439","PASTA DE DENTE COLGATE TRIPLA AÇÃO MENTA ORIGINAL ANTICÁRIE COM FLÚOR DE 180G","https://www.drogaraia.com.br/colgate-tripla-acao-l180p1-40g.html","4.9","5-Star","135","https://www.drogaraia.com.br/colgate-tripla-acao-l180p1-40g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","18.9","13800","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE TOTAL 12 HÁLITO SAUDÁVEL ZERO ÁLCOOL COM 250ML","https://www.drogaraia.com.br/colgate-total-12-enxaguante-bucal-halito-saudavel-250ml.html","4.6","5-Star","5","https://www.drogaraia.com.br/colgate-total-12-enxaguante-bucal-halito-saudavel-250ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","9.25","72594","SABONETE LÍQUIDO REFIL PALMOLIVE KIDS 200ML","https://www.drogaraia.com.br/palmolive-sabonete-liquido-refil-kids-minions-200ml.html","5","5-Star","3","https://www.drogaraia.com.br/palmolive-sabonete-liquido-refil-kids-minions-200ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","56.9","369547","ENXAGUANTE BUCAL COLGATE PLAX SOFT MINT 2L","https://www.drogaraia.com.br/colg-plax-enxaguatorio-bucal-soft-mint-2000ml.html",,,,,"InStock"
"Colgate-Palmolive","29.79","13885","ESCOVA DE DENTE COLGATE 360° ADVANCED TOTAL 12 MACIA COM 2 UNIDADES","https://www.drogaraia.com.br/escova-dental-colgate-luminous-white-advanced-360.html","5","5-Star","2","https://www.drogaraia.com.br/escova-dental-colgate-luminous-white-advanced-360.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","27.9","26026","KIT COLGATE LUMINOUS WHITE ENXAGUANTE BUCAL COM 500ML + PASTA DE DENTE COM 70G","https://www.drogaraia.com.br/colgate-kit-luminous-white-enxaguante-bucal-com-500ml-gratis-creme-dental-luminous-white-70g.html","4.6","5-Star","14","https://www.drogaraia.com.br/colgate-kit-luminous-white-enxaguante-bucal-com-500ml-gratis-creme-dental-luminous-white-70g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","19.9","12101","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE PLAX SOFT MINT COM 500ML","https://www.drogaraia.com.br/plax-soft-mint-enxaguatorio-bucal-sem-alcool-leve-500-pague-350ml.html","4.7","5-Star","56","https://www.drogaraia.com.br/plax-soft-mint-enxaguatorio-bucal-sem-alcool-leve-500-pague-350ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","31.9","36812","KIT ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE PLAX FRESH MINT 500ML + ICE FUSION 250ML","https://www.drogaraia.com.br/plax-enxaguatorio-mint-leve-500-pague-350-ml-com-preco-promocional.html","4.7","5-Star","281","https://www.drogaraia.com.br/plax-enxaguatorio-mint-leve-500-pague-350-ml-com-preco-promocional.html#trustvox-reviews","InStock"
"Colgate-Palmolive","17.9","51407","KIT PASTA DE DENTE COLGATE SENSITIVE PRO-ALÍVIO REAL WHITE COM 110G + COLGATE TOTAL 12 COM 90G","https://www.drogaraia.com.br/colgate-sensitive-pro-alivio-creme-dental-branqueador-110-g-gratis-colgate-total-12-clean.html","4.7","5-Star","244","https://www.drogaraia.com.br/colgate-sensitive-pro-alivio-creme-dental-branqueador-110-g-gratis-colgate-total-12-clean.html#trustvox-reviews","InStock"
"Colgate-Palmolive","7.92","41991","REFIL SABONETE LÍQUIDO PROTEX PRO HIDRATA ARGAN","https://www.drogaraia.com.br/protex-pro-hidrata-argan-refil-200ml.html","4.9","5-Star","15","https://www.drogaraia.com.br/protex-pro-hidrata-argan-refil-200ml.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","4.9","6281","SABONETE EM BARRA PROTEX NUTRI PROTECT MACADÂMIA","https://www.drogaraia.com.br/protex-sabonete-em-barra-pro-hidrata-90g.html","4.7","5-Star","23","https://www.drogaraia.com.br/protex-sabonete-em-barra-pro-hidrata-90g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","17.11","356066","SABONETE EM BARRA PROTEX CARVÃO DETOX 6 UNIDADES","https://www.drogaraia.com.br/protex-sabonete-em-barra-carvao-detox-6x85g.html",,,,,"InStock"
"Colgate-Palmolive","27.69","370242","SABONETE EM BARRA PROTEX VITAMINA E NUTRI PROTECT 8 UNIDADES COM 85G CADA","https://www.drogaraia.com.br/protex-kit-sabonete-em-barra-vitamina-e-8-unidades-85g-cada.html",,,,,"InStock"
"Colgate-Palmolive","14.49","77999","KIT SABONETE EM BARRA PROTEX NUTRI PROTECT ÔMEGA 3 COM 6 UNIDADES DE 85G CADA","https://www.drogaraia.com.br/protex-sabonete-omega-3-leve-mais-pague-menos-com-6-unidades-85g-cada.html","4.8","5-Star","4","https://www.drogaraia.com.br/protex-sabonete-omega-3-leve-mais-pague-menos-com-6-unidades-85g-cada.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","17.11","53424","KIT SABONETE EM BARRA PROTEX LIMPEZA PROFUNDA 6 UNIDADES 85G CADA PROMO LEVE MAIS PAGUE MENOS","https://www.drogaraia.com.br/protex-sabonete-limpeza-profunda-90-g-leve-6-pague-5.html","4.8","5-Star","124","https://www.drogaraia.com.br/protex-sabonete-limpeza-profunda-90-g-leve-6-pague-5.html#trustvox-reviews","InStock"
"Colgate-Palmolive","5.9","33692","SABONETE ÍNTIMO BARRA PROTEX DELICATE CARE","https://www.drogaraia.com.br/protex-sabonete-intimo-em-barra-delicate-care-85g.html","4.8","5-Star","40","https://www.drogaraia.com.br/protex-sabonete-intimo-em-barra-delicate-care-85g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","11.9","15644","PASTA DE DENTE COLGATE SENSITIVE PRO-ALÍVIO REPARAÇÃO COMPLETA COM 50G","https://www.drogaraia.com.br/colgate-creme-dental-sensitive-repara-completa-50g.html","4.6","5-Star","13","https://www.drogaraia.com.br/colgate-creme-dental-sensitive-repara-completa-50g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","17.9","15655","PASTA DE DENTE COLGATE SENSITIVE PRO-ALÍVIO REPARAÇÃO COMPLETA COM FLÚOR DE 110G","https://www.drogaraia.com.br/colgate-creme-dental-sensitive-repara-completa-110g.html","4.8","5-Star","89","https://www.drogaraia.com.br/colgate-creme-dental-sensitive-repara-completa-110g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","25.9","58739","ESCOVA COLGATE TOTAL INTERDENTAL COM 1 UNIDADE","https://www.drogaraia.com.br/colgate-escova-dental-interdental-retpack-02-mm.html","4.4","5-Star","30","https://www.drogaraia.com.br/colgate-escova-dental-interdental-retpack-02-mm.html#trustvox-reviews","InStock"
"Colgate-Palmolive","46.9","110205","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE NATURAL EXTRACTS CITRUS ZERO ÁLCOOL COM 1L","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-natural-extract-citrus-1000ml.html","5","5-Star","6","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-natural-extract-citrus-1000ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","18.9","110206","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE TOTAL 12 SPRAY COM 60ML","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-total-12-clean-mint-spray-60ml.html","5","5-Star","7","https://www.drogaraia.com.br/colgate-enxaguatorio-bucal-total-12-clean-mint-spray-60ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","17.69","80328","ESCOVA DE DENTE INFANTIL COLGATE SMILES AGNES E FLUFFY EXTRA MACIA PARA +6 ANOS COM 2 UNIDADE","https://www.drogaraia.com.br/colgate-kit-2-escova-dental-smiles-agnes-e-fluffy-6-ou-mais-anos.html","5","5-Star","4","https://www.drogaraia.com.br/colgate-kit-2-escova-dental-smiles-agnes-e-fluffy-6-ou-mais-anos.html#trustvox-reviews","InStock"
"Colgate-Palmolive","22.9","34301","KIT COLGATE LUMINOUS WHITE BRILLIANT MINT COM 3 PASTAS DE DENTE DE 70G + 1 ENXAGUANTE BUCAL DE 250ML","https://www.drogaraia.com.br/colgate-luminous-white-creme-dental-3-com-90g-gratis-enxaguante-luminous-white-250ml.html","4.7","5-Star","131","https://www.drogaraia.com.br/colgate-luminous-white-creme-dental-3-com-90g-gratis-enxaguante-luminous-white-250ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","7.9","76160","SABONETE EM BARRA PROTEX LIMPEZA PROFUNDA","https://www.drogaraia.com.br/protex-sabonete-limpeza-profunda-200g.html","4.9","5-Star","11","https://www.drogaraia.com.br/protex-sabonete-limpeza-profunda-200g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","13.29","117381","SABONETE EM BARRA FACIAL PROTEX CITY DETOX COM 85G","https://www.drogaraia.com.br/protex-sabonete-facial-city-detox-85g.html","4","5-Star","3","https://www.drogaraia.com.br/protex-sabonete-facial-city-detox-85g.html#trustvox-reviews","OutOfStock"
"Galderma","66.79","56186","SABONETE LÍQUIDO DERMOTIVIN ORIGINAL PELE MISTA A OLEOSA COM 300ML","https://www.drogaraia.com.br/dermotivin-liquido-embalagem-pump-original-para-pele-mista-com-300ml.html","4.9","5-Star","47","https://www.drogaraia.com.br/dermotivin-liquido-embalagem-pump-original-para-pele-mista-com-300ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","29.9","370322","SABONETE LÍQUIDO PROTEX LIMPEZA PROFUNDA REFIL 900ML","https://www.drogaraia.com.br/protex-refil-sabonete-liquido-limpeza-profunda-900ml.html",,,,,"InStock"
"Colgate-Palmolive","20.29","19114","KIT PASTA DE DENTE COLGATE LUMINOUS WHITE BRILLIANT WHITE COM 3 UNIDADES DE 70G CADA","https://www.drogaraia.com.br/colgate-creme-dental-luminous-white-70g-leve-3-pague-2.html","4.8","5-Star","120","https://www.drogaraia.com.br/colgate-creme-dental-luminous-white-70g-leve-3-pague-2.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","19.9","66460","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE PLAX FRESH MINT SEM ÁLCOOL COM 500ML","https://www.drogaraia.com.br/plax-enxaguatorio-mint-leve-500-pague-350-ml.html","4.8","5-Star","16","https://www.drogaraia.com.br/plax-enxaguatorio-mint-leve-500-pague-350-ml.html#trustvox-reviews","InStock"
"Galderma","89.9","38353","SABONETE LÍQUIDO CETAPHIL PARA PELE OLEOSA COM 300ML","https://www.drogaraia.com.br/cetaphil-sabonete-liquido-para-pele-oleosa-300ml.html","4.8","5-Star","13","https://www.drogaraia.com.br/cetaphil-sabonete-liquido-para-pele-oleosa-300ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","12.49","11311","PASTA DE DENTE INFANTIL COLGATE SMILES MINIONS BUBBLE FRUIT 100G","https://www.drogaraia.com.br/colgate-gel-dental-smiles-minions-100g.html","4.9","5-Star","17","https://www.drogaraia.com.br/colgate-gel-dental-smiles-minions-100g.html#trustvox-reviews","InStock"
"Colgate-Palmolive","14.9","117984","PASTA DE DENTE COLGATE ZERO GEL TRANSPARENTE HORTELÃ ANTICÁRIE COM FLÚOR DE 90G","https://www.drogaraia.com.br/colgate-gel-dental-transparente-zero-hortel-90g.html","4.4","5-Star","9","https://www.drogaraia.com.br/colgate-gel-dental-transparente-zero-hortel-90g.html#trustvox-reviews","OutOfStock"
"Colgate-Palmolive","19.9","6567","ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE PLAX ICE INFINITY COM 500ML","https://www.drogaraia.com.br/colgate-plax-ice-enxaguante-bucal-infinity-leve-500-pague-350ml.html","4.9","5-Star","16","https://www.drogaraia.com.br/colgate-plax-ice-enxaguante-bucal-infinity-leve-500-pague-350ml.html#trustvox-reviews","InStock"
"Colgate-Palmolive","56.9","369506","ENXAGUANTE BUCAL COLGATE PLAX ICE FUSION COLD MINT 2L","https://www.drogaraia.com.br/colg-plax-enxaguatorio-bucal-ice-fusion-2000ml.html",,,,,"InStock"
"Colgate-Palmolive","31.9","4376","KIT ENXAGUANTE ANTISSÉPTICO BUCAL COLGATE PLAX ICE INFINITY 500ML + 250ML","https://www.drogaraia.com.br/plax-ice-enxaguante-bucal-infinity-500-ml-1-99-leve-plax-ice-250ml.html","4.8","5-Star","274","https://www.drogaraia.com.br/plax-ice-enxaguante-bucal-infinity-500-ml-1-99-leve-plax-ice-250ml.html#trustvox-reviews","InStock"
